monthly_spend,household_size,tenure_days,plan_code,primary_device_code,is_active_flag,total_watch_minutes,avg_completion,unique_devices,completed_ratio,download_ratio,sessions_last_28_days,sessions_prev_28_days,session_trend_4w,historical_searches,recs_shown,rec_clicks,rec_ctr,avg_review_rating,review_count,low_rating_ratio,helpful_votes_avg,sentiment_score_avg,genre_total,top_genre_count,genre_diversity,top_genre_share,historical_sessions,churn,user_id
16.59,6.0,390,0,1,1,313.4,69.56666666666666,3.0,0.16666666666666666,0.16666666666666666,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02137
23.46,5.0,631,2,0,1,313.8,42.41428571428571,4.0,0.42857142857142855,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.25,7.0,0,user_02138
7.77,5.0,264,2,4,1,213.15,43.46666666666667,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,4.0,0.591,7.0,2.0,5.0,0.2857142857142857,6.0,0,user_02139
13.82,2.0,1058,1,3,1,351.3,61.9625,4.0,0.375,0.25,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,4.5,0.5720000000000001,8.0,2.0,6.0,0.25,8.0,0,user_02140
16.4,1.0,826,0,1,1,479.90000000000003,60.544444444444444,4.0,0.1111111111111111,0.2222222222222222,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,4.5,2.0,0.0,3.5,0.8955,9.0,2.0,7.0,0.2222222222222222,9.0,0,user_02141
36.49,4.0,395,2,2,1,281.7,36.2625,5.0,0.375,0.125,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.503,8.0,2.0,7.0,0.25,8.0,0,user_02142
8.36,4.0,865,2,2,1,342.9,57.03333333333334,4.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,3.0,11.0,2.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02143
13.76,2.0,125,1,3,1,376.7,54.083333333333336,3.0,0.16666666666666666,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02144
8.53,1.0,960,1,5,0,410.59999999999997,51.45,3.0,0.375,0.125,0.0,0.0,0.0,5.0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,8.0,0,user_02145
21.53,7.0,379,2,4,1,723.3,37.416666666666664,4.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,3.0,6.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02146
22.28,3.0,810,3,3,1,687.7,38.144444444444446,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,9.0,0,user_02147
18.35,5.0,303,0,3,1,779.0,49.2,4.0,0.13333333333333333,0.4,2.0,1.0,1.0,5.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.73,16.0,4.0,9.0,0.25,15.0,0,user_02148
21.23,2.0,954,0,3,1,212.0,31.275,2.0,0.75,0.25,1.0,0.0,1.0,2.0,6.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.75,4.0,0,user_02149
13.18,2.0,523,0,1,0,410.04999999999995,52.55,4.0,0.5,0.375,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,4.0,0.968,8.0,2.0,7.0,0.25,8.0,0,user_02150
26.99,4.0,900,2,3,0,255.5,38.0,4.0,0.4,0.4,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.732,5.0,1.0,5.0,0.2,5.0,0,user_02151
31.28,2.0,242,3,1,1,743.9,40.36666666666667,4.0,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,2.0,6.0,1.0,0.16666666666666666,4.0,1.0,0.0,0.0,0.0,15.0,4.0,9.0,0.26666666666666666,15.0,0,user_02152
13.18,1.0,-23,0,5,1,261.6,40.05,3.0,0.25,0.25,0.0,0.0,0.0,2.0,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,4.0,0,user_02153
30.16,4.0,675,2,2,1,559.6,51.17777777777778,4.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,2.0,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,10.0,2.0,9.0,0.2,9.0,0,user_02154
18.04,2.0,650,1,2,1,351.09999999999997,50.4,4.0,0.16666666666666666,0.0,1.0,0.0,1.0,4.0,6.0,1.0,0.16666666666666666,5.0,1.0,0.0,3.0,0.87,7.0,2.0,6.0,0.2857142857142857,6.0,0,user_02155
8.79,1.0,433,2,1,1,696.3,57.15,4.0,0.2,0.1,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.592,11.0,2.0,7.0,0.18181818181818182,10.0,0,user_02156
26.34,4.0,530,2,3,1,1114.3,33.193333333333335,4.0,0.3333333333333333,0.2,1.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.757,15.0,3.0,11.0,0.2,15.0,0,user_02157
9.73,5.0,93,3,4,0,995.0999999999999,33.28333333333333,4.0,0.6666666666666666,0.5,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,6.0,0,user_02158
5.65,7.0,337,1,1,1,419.4,61.56666666666666,4.0,0.16666666666666666,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.3333333333333333,6.0,0,user_02159
9.58,2.0,0,1,0,1,651.4,33.35,4.0,0.25,0.25,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.25,8.0,0,user_02160
16.08,3.0,28,0,2,1,354.8,56.04,3.0,0.2,0.2,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.5,2.0,0.0,2.0,0.6405,6.0,3.0,4.0,0.5,5.0,0,user_02161
8.97,2.0,124,1,0,1,1293.7,47.0,5.0,0.35714285714285715,0.21428571428571427,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.685,15.0,3.0,9.0,0.2,14.0,0,user_02162
925.62,3.0,1024,2,4,1,1021.25,58.9125,5.0,0.3125,0.0625,0.0,1.0,-1.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,2.0,0.988,17.0,2.0,11.0,0.11764705882352941,16.0,0,user_02163
18.57,2.0,1025,3,5,1,394.8,33.96,5.0,0.3,0.3,0.0,0.0,0.0,0.0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,0.2,10.0,0,user_02164
3.88,2.0,825,2,0,1,466.0,53.48571428571428,3.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.832,7.0,1.0,7.0,0.14285714285714285,7.0,0,user_02165
13.15,2.0,629,1,2,1,297.5,46.64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,0.4,5.0,0,user_02166
7.64,4.0,946,2,5,1,144.5,58.875,3.0,0.25,0.25,0.0,0.0,0.0,3.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,4.0,0,user_02167
15.55,2.0,237,1,5,1,662.6,52.977777777777774,4.0,0.4444444444444444,0.1111111111111111,1.0,0.0,1.0,1.0,3.0,1.0,0.3333333333333333,3.0,1.0,0.0,2.0,0.566,11.0,4.0,6.0,0.36363636363636365,9.0,0,user_02168
8.65,3.0,-26,2,5,1,224.35000000000002,31.057142857142857,3.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,2.0,0.0,2.0,0.678,7.0,1.0,7.0,0.14285714285714285,7.0,0,user_02169
8.45,3.0,441,0,5,1,510.25,40.48888888888889,3.0,0.2222222222222222,0.2222222222222222,0.0,1.0,-1.0,2.0,5.0,1.0,0.2,2.0,1.0,1.0,2.0,0.268,11.0,3.0,6.0,0.2727272727272727,9.0,0,user_02170
12.22,1.0,629,2,5,0,787.9,44.24666666666667,5.0,0.13333333333333333,0.06666666666666667,0.0,1.0,-1.0,1.0,9.0,1.0,0.1111111111111111,3.0,2.0,0.0,5.0,0.5720000000000001,15.0,3.0,10.0,0.2,15.0,0,user_02171
21.4,5.0,606,1,0,1,492.0,61.94444444444444,5.0,0.3333333333333333,0.1111111111111111,0.0,1.0,-1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.3333333333333333,9.0,0,user_02172
13.56,5.0,745,3,4,1,795.4,61.57272727272728,4.0,0.09090909090909091,0.09090909090909091,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.481,12.0,3.0,9.0,0.25,11.0,0,user_02173
19.35,2.0,641,0,1,1,522.8,34.425,3.0,0.125,0.125,0.0,0.0,0.0,3.0,4.0,1.0,0.25,4.0,1.0,0.0,3.0,0.809,9.0,3.0,6.0,0.3333333333333333,8.0,0,user_02174
38.37,2.0,126,1,0,1,500.95,38.43333333333333,4.0,0.3333333333333333,0.3333333333333333,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.196,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02175
797.59,3.0,655,2,5,0,579.1,36.8875,4.0,0.375,0.125,0.0,0.0,0.0,3.0,4.0,2.0,0.5,2.3333333333333335,3.0,0.6666666666666666,3.6666666666666665,0.49833333333333335,8.0,2.0,7.0,0.25,8.0,0,user_02176
13.94,2.0,480,3,3,1,478.20000000000005,56.24285714285714,4.0,0.5714285714285714,0.2857142857142857,1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,0.5,4.0,0.487,7.0,1.0,7.0,0.14285714285714285,7.0,0,user_02177
13.56,3.0,113,0,5,0,620.4,37.65,4.0,0.2857142857142857,0.21428571428571427,0.0,1.0,-1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,11.0,0.21428571428571427,14.0,0,user_02178
14.66,1.0,157,1,5,1,867.6,62.833333333333336,4.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,3.0,4.0,2.0,0.5,4.0,3.0,0.3333333333333333,2.0,0.6116666666666667,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02179
13.18,2.0,283,0,0,1,494.3,58.7375,5.0,0.375,0.125,1.0,0.0,1.0,2.0,4.0,1.0,0.25,4.5,2.0,0.0,5.0,0.8795,8.0,2.0,6.0,0.25,8.0,0,user_02180
13.39,2.0,357,2,0,1,407.85,53.375,5.0,0.0,0.25,1.0,0.0,1.0,2.0,2.0,0.0,0.0,3.5,2.0,0.5,2.5,0.5535,8.0,2.0,6.0,0.25,8.0,0,user_02181
2.64,2.0,564,1,4,1,538.5,30.6125,3.0,0.5,0.25,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.25,8.0,0,user_02182
11.43,3.0,284,0,5,1,170.0,64.25,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,4.0,0,user_02183
10.02,2.0,660,2,3,1,507.5,40.3,4.0,0.16666666666666666,0.3333333333333333,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02184
33.39,4.0,-22,0,4,0,559.8,45.04,4.0,0.3,0.0,0.0,1.0,-1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.288,11.0,3.0,6.0,0.2727272727272727,10.0,0,user_02185
7.79,2.0,828,2,2,0,283.2,38.26,4.0,0.2,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.462,6.0,2.0,4.0,0.3333333333333333,5.0,0,user_02186
12.79,6.0,874,1,4,1,579.3,63.699999999999996,3.0,0.0,0.14285714285714285,1.0,1.0,0.0,1.0,12.0,6.0,0.5,4.0,2.0,0.0,4.5,0.2075,8.0,3.0,6.0,0.375,7.0,0,user_02187
13.82,2.0,224,1,2,1,1183.0,41.809999999999995,5.0,0.3,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,0.18181818181818182,10.0,0,user_02188
13.38,4.0,332,2,0,0,394.20000000000005,34.38,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.25,3.0,1.0,0.0,3.0,0.449,6.0,2.0,5.0,0.3333333333333333,5.0,0,user_02189
13.82,2.0,1062,1,4,1,180.2,34.666666666666664,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.6666666666666666,3.0,0,user_02190
13.82,1.0,169,1,2,1,1115.2,24.509999999999998,5.0,0.3,0.4,0.0,0.0,0.0,2.0,6.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,11.0,3.0,7.0,0.2727272727272727,10.0,0,user_02191
10.54,3.0,809,2,0,0,204.39999999999998,59.05,3.0,0.25,0.25,0.0,1.0,-1.0,1.0,3.0,1.0,0.3333333333333333,4.0,1.0,0.0,5.0,0.0,5.0,2.0,4.0,0.4,4.0,0,user_02192
34.64,4.0,735,2,3,1,280.6,56.56666666666666,2.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02193
13.82,2.0,140,1,1,1,751.9,45.25,5.0,0.08333333333333333,0.3333333333333333,0.0,1.0,-1.0,2.0,5.0,0.0,0.0,2.5,2.0,0.5,3.5,0.34400000000000003,12.0,2.0,9.0,0.16666666666666666,12.0,0,user_02194
18.7,2.0,600,2,1,1,657.4,40.92857142857143,4.0,0.2857142857142857,0.14285714285714285,2.0,0.0,2.0,3.0,5.0,2.0,0.4,3.0,1.0,0.0,4.0,0.466,7.0,2.0,5.0,0.2857142857142857,7.0,0,user_02195
7.08,2.0,543,2,3,1,584.7,45.55555555555556,5.0,0.4444444444444444,0.1111111111111111,1.0,0.0,1.0,2.0,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.2222222222222222,9.0,0,user_02196
9.0,2.0,396,0,4,1,801.9,52.26153846153846,5.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,7.0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,13.0,3.0,10.0,0.23076923076923078,13.0,0,user_02197
16.41,5.0,90,1,0,1,1731.25,49.519999999999996,4.0,0.2,0.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.5,2.0,0.0,2.0,0.6165,10.0,2.0,9.0,0.2,10.0,1,user_02198
9.48,5.0,110,2,5,1,490.9,48.345454545454544,5.0,0.36363636363636365,0.36363636363636365,0.0,1.0,-1.0,1.0,4.0,1.0,0.25,4.0,1.0,0.0,3.0,0.822,11.0,2.0,9.0,0.18181818181818182,11.0,0,user_02199
33.03,5.0,225,1,3,0,557.65,44.89,5.0,0.4,0.1,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,1.0,4.0,0.219,10.0,4.0,6.0,0.4,10.0,0,user_02200
3.37,1.0,743,2,1,1,515.3,56.900000000000006,5.0,0.2222222222222222,0.1111111111111111,2.0,0.0,2.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,0.2222222222222222,9.0,0,user_02201
9.95,2.0,170,1,5,1,466.2,51.2375,5.0,0.5,0.25,0.0,1.0,-1.0,1.0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,0.375,8.0,0,user_02202
16.9,1.0,272,1,4,1,387.40000000000003,46.371428571428574,4.0,0.0,0.2857142857142857,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,0.25,7.0,0,user_02203
19.68,6.0,850,2,5,1,646.6999999999999,51.5,4.0,0.5,0.5,2.0,0.0,2.0,0.0,7.0,2.0,0.2857142857142857,1.5,2.0,1.0,6.5,0.1095,8.0,2.0,6.0,0.25,8.0,0,user_02204
4.77,2.0,533,1,1,1,655.3,57.800000000000004,4.0,0.2222222222222222,0.3333333333333333,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,0.449,9.0,4.0,6.0,0.4444444444444444,9.0,0,user_02205
28.0,2.0,268,2,1,1,376.0,40.949999999999996,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.0,0.0,2.5,0.9159999999999999,9.0,2.0,7.0,0.2222222222222222,8.0,0,user_02206
13.82,2.0,448,1,5,0,324.0,37.34285714285714,4.0,0.2857142857142857,0.0,0.0,1.0,-1.0,2.0,3.0,1.0,0.3333333333333333,5.0,1.0,0.0,3.0,0.796,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_02207
16.62,4.0,38,1,1,1,592.9,51.400000000000006,5.0,0.1111111111111111,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.2222222222222222,9.0,0,user_02208
13.56,4.0,55,3,2,1,366.4,72.95714285714286,3.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,0.0,1.5,0.7815,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_02209
21.09,3.0,1054,0,2,1,272.8,54.65714285714286,4.0,0.14285714285714285,0.0,0.0,1.0,-1.0,3.0,1.0,1.0,1.0,4.0,2.0,0.0,3.0,0.6865,7.0,2.0,6.0,0.2857142857142857,7.0,1,user_02210
1.98,4.0,1046,1,1,1,272.2,40.9,4.0,0.2857142857142857,0.5714285714285714,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_02211
15.45,4.0,74,2,3,1,450.1,49.65,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,2.6666666666666665,3.0,0.3333333333333333,1.0,0.4223333333333333,8.0,4.0,5.0,0.5,6.0,0,user_02212
5.4,3.0,692,2,4,1,499.8,57.65714285714286,4.0,0.2857142857142857,0.0,0.0,1.0,-1.0,2.0,5.0,1.0,0.2,5.0,1.0,0.0,6.0,0.0,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_02213
18.27,1.0,700,1,0,1,188.9,61.1,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,1.0,0.0,2.0,0.601,5.0,2.0,3.0,0.4,5.0,0,user_02214
24.39,2.0,811,2,4,1,565.6,48.309090909090905,4.0,0.09090909090909091,0.18181818181818182,1.0,1.0,0.0,2.0,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,13.0,3.0,8.0,0.23076923076923078,11.0,0,user_02215
39.63,4.0,395,1,0,0,979.1,48.75555555555556,4.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,2.5,0.5994999999999999,9.0,2.0,8.0,0.2222222222222222,9.0,0,user_02216
17.67,1.0,438,0,5,1,347.9,56.41428571428571,4.0,0.2857142857142857,0.42857142857142855,0.0,1.0,-1.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,6.0,0.519,7.0,2.0,5.0,0.2857142857142857,7.0,0,user_02217
32.73,1.0,792,3,1,1,511.7,53.96363636363637,4.0,0.18181818181818182,0.09090909090909091,1.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,11.0,3.0,7.0,0.2727272727272727,11.0,0,user_02218
30.97,3.0,759,2,0,1,608.9,55.73,3.0,0.5,0.1,1.0,0.0,1.0,1.0,9.0,2.0,0.2222222222222222,4.0,2.0,0.0,4.5,0.8580000000000001,12.0,7.0,6.0,0.5833333333333334,10.0,0,user_02219
19.45,1.0,674,1,1,1,299.59999999999997,54.279999999999994,3.0,0.2,0.2,0.0,0.0,0.0,1.0,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,0.4,5.0,0,user_02220
23.91,6.0,883,0,0,1,310.7,45.58,3.0,0.2,0.4,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,1.0,0.0,3.0,0.685,5.0,1.0,5.0,0.2,5.0,0,user_02221
3.76,2.0,386,0,2,1,1989.15,57.13333333333333,4.0,0.25,0.16666666666666666,2.0,2.0,0.0,1.0,5.0,3.0,0.6,3.6,5.0,0.2,2.0,0.6456000000000001,13.0,3.0,8.0,0.23076923076923078,12.0,0,user_02222
8.88,2.0,715,1,3,1,479.90000000000003,53.41111111111111,4.0,0.2222222222222222,0.2222222222222222,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.2,5.0,0.2,1.8,0.6786,9.0,3.0,6.0,0.3333333333333333,9.0,0,user_02223
23.14,1.0,538,2,5,0,245.60000000000002,72.525,3.0,0.25,0.25,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,3.5,0.494,4.0,1.0,4.0,0.25,4.0,0,user_02224
8.36,1.0,599,1,0,1,1006.9000000000001,43.964285714285715,5.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,11.0,0.25,14.0,0,user_02225
4.2,1.0,745,0,2,0,445.5,51.65714285714286,5.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,7.0,0,user_02226
8.0,7.0,484,1,3,0,662.0,55.75454545454545,4.0,0.0,0.09090909090909091,0.0,2.0,-2.0,2.0,3.0,1.0,0.3333333333333333,4.4,5.0,0.0,1.8,0.8836,12.0,2.0,9.0,0.16666666666666666,11.0,0,user_02227
5.45,3.0,428,2,0,0,204.1,42.775000000000006,2.0,0.25,0.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.25,4.0,0.75,3.25,0.4215,4.0,1.0,4.0,0.25,4.0,0,user_02228
3.11,3.0,581,1,5,0,822.45,50.48333333333333,4.0,0.16666666666666666,0.4166666666666667,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,9.0,0.16666666666666666,12.0,0,user_02229
408.1,3.0,700,1,0,1,487.1,52.96666666666667,4.0,0.0,0.16666666666666666,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,4.5,2.0,0.0,2.5,0.867,6.0,1.0,6.0,0.16666666666666666,6.0,0,user_02230
4.18,2.0,532,1,4,1,746.0,63.381818181818176,4.0,0.09090909090909091,0.18181818181818182,2.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,7.0,0.2727272727272727,11.0,0,user_02231
22.36,1.0,415,2,1,1,203.0,65.5,3.0,0.25,0.25,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,3.0,0.889,4.0,2.0,3.0,0.5,4.0,0,user_02232
3.93,6.0,983,2,5,1,367.9,37.333333333333336,4.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,0.8999999999999999,6.0,3.0,4.0,0.5,6.0,0,user_02233
4.1,2.0,664,0,0,1,781.5,53.12,5.0,0.3333333333333333,0.3333333333333333,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2.5,2.0,0.5,4.0,0.28099999999999997,15.0,3.0,12.0,0.2,15.0,0,user_02234
9.81,1.0,413,2,4,1,510.7,40.82222222222222,4.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,3.0,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,0.36363636363636365,9.0,1,user_02235
29.95,5.0,232,2,5,0,448.3,54.42,4.0,0.2,0.4,0.0,0.0,0.0,2.0,7.0,1.0,0.14285714285714285,3.0,5.0,0.2,3.6,0.43260000000000004,5.0,1.0,5.0,0.2,5.0,0,user_02236
22.04,1.0,224,2,2,1,327.6,35.166666666666664,4.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,3.0,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_02237
31.94,8.0,148,1,2,0,471.9,47.666666666666664,3.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0,0.4444444444444444,9.0,0,user_02238
13.82,4.0,168,1,1,0,608.7,38.785714285714285,3.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,3.0,5.0,1.0,0.2,3.0,1.0,0.0,2.0,0.504,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_02239
8.87,3.0,854,2,4,1,611.85,47.17142857142857,5.0,0.21428571428571427,0.21428571428571427,2.0,0.0,2.0,0.0,3.0,1.0,0.3333333333333333,3.5,2.0,0.0,4.0,0.622,15.0,3.0,11.0,0.2,14.0,0,user_02240
777.58,5.0,140,1,1,0,420.1,60.5125,5.0,0.125,0.25,0.0,0.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,0.25,8.0,0,user_02241
11.45,3.0,547,1,4,1,158.3,33.55,3.0,0.5,0.75,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.5,2.0,0.5,4.5,0.5475,4.0,2.0,3.0,0.5,4.0,0,user_02242
27.83,5.0,792,1,2,1,468.5,42.86666666666667,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.735,6.0,2.0,4.0,0.3333333333333333,6.0,0,user_02243
10.62,2.0,362,2,0,1,664.15,45.78,3.0,0.0,0.1,0.0,1.0,-1.0,3.0,2.0,0.0,0.0,4.5,2.0,0.0,3.0,0.8895,11.0,2.0,8.0,0.18181818181818182,10.0,0,user_02244
19.15,2.0,615,2,4,1,502.0,58.575,3.0,0.0,0.375,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.5,2.0,0.0,1.5,0.7655000000000001,8.0,2.0,6.0,0.25,8.0,0,user_02245
13.32,1.0,533,1,3,1,177.89999999999998,47.1,2.0,0.25,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.5,4.0,0,user_02246
42.95,2.0,891,1,2,1,179.25,54.52,4.0,0.2,0.4,1.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,5.0,0,user_02247
